,Static (M),Dynamic Allocation,Static (M),Static (M),Static (M),Static (M),Static (M)
2023-11-27 13:09:40.203909,-0.0482709978564201,,,,,,
2023-11-27 15:34:40.112396,,,,-0.0295817178271989,,,
2023-11-28 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-28 13:09:40.203909,-0.0489975239093967,,,,,,
2023-11-28 15:34:40.112396,,,,-0.0201969036176845,,,
2023-11-29 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-29 13:09:40.203909,-0.0413204615050769,,,,,,
2023-11-29 15:34:40.112396,,,,-0.0150669805068017,,,
2023-11-30 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-30 13:09:40.203909,-0.0421897018068913,,,,,,
2023-11-30 15:34:40.112396,,,,-0.0182562878813635,,,
2023-12-01 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-01 13:09:40.203909,-0.032518779440957,,,,,,
2023-12-01 15:34:40.112396,,,,-0.0134289446859132,,,
2023-12-04 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-04 13:09:40.203909,-0.0276034388602662,,,,,,
2023-12-04 15:34:40.112396,,,,-0.0050462108259524,,,
2023-12-05 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-05 13:09:40.203909,-0.0330157278557435,,,,,,
2023-12-05 15:34:40.112396,,,,0.0,,,
2023-12-06 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-06 13:09:40.203909,-0.0308242905825645,,,,,,
2023-12-06 15:34:40.112396,,,,0.0,,,
2023-12-07 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-07 13:09:40.203909,-0.0265583784621104,,,,,,
2023-12-07 15:34:40.112396,,,,0.0,,,
2023-12-08 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-08 13:09:40.203909,-0.0264986776465585,,,,,,
2023-12-08 15:34:40.112396,,,,0.0,,,
2023-12-11 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-11 13:09:40.203909,-0.018809049312913,,,,,,
2023-12-11 15:34:40.112396,,,,-0.0028251165681953,,,
2023-12-12 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-12 13:09:40.203909,-0.0042084020916379,,,,,,
2023-12-12 15:34:40.112396,,,,0.0,,,
2023-12-13 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-13 13:09:40.203909,0.0,,,,,,
2023-12-13 15:34:40.112396,,,,0.0,,,
2023-12-14 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-14 13:09:40.203909,-0.0059335872917029,,,,,,
2023-12-14 15:34:40.112396,,,,-0.0043090060358699,,,
2023-12-15 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-15 13:09:40.203909,-0.0064875869023228,,,,,,
2023-12-15 15:34:40.112396,,,,0.0,,,
2023-12-18 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-18 13:09:40.203909,-0.0155050162080881,,,,,,
2023-12-18 15:34:40.112396,,,,-0.0073249597452766,,,
2023-12-19 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-19 13:09:40.203909,-0.0238259430311834,,,,,,
2023-12-19 15:34:40.112396,,,,-0.0047089803718014,,,
2023-12-20 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-20 13:09:40.203909,-0.0183567139009486,,,,,,
2023-12-20 15:34:40.112396,,,,-0.0052018944245246,,,
2023-12-21 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-21 13:09:40.203909,-0.0159858106057801,,,,,,
2023-12-21 15:34:40.112396,,,,-0.0210909640009331,,,
2023-12-22 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-22 13:09:40.203909,-0.0193085108956663,,,,,,
2023-12-22 15:34:40.112396,,,,-0.0339352151829634,,,
2023-12-25 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-25 13:09:40.203909,-0.0218965458486898,,,,,,
2023-12-25 15:34:40.112396,,,,-0.0273569740930712,,,
2023-12-26 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-26 13:09:40.203909,-0.0188818285679406,,,,,,
2023-12-26 15:34:40.112396,,,,-0.0200597301487418,,,
2023-12-27 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-27 13:09:40.203909,-0.0082376949479671,,,,,,
2023-12-27 15:34:40.112396,,,,-0.0264681011832771,,,
2023-12-28 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-28 13:09:40.203909,-0.0009753120669984,,,,,,
2023-12-28 15:34:40.112396,,,,-0.0256451226293457,,,
2023-12-29 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-12-29 13:09:40.203909,-0.0040702446159449,,,,,,
2023-12-29 15:34:40.112396,,,,-0.0350746376557611,,,
2024-01-01 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-01 13:09:40.203909,-0.0065764921170944,,,,,,
2024-01-01 15:34:40.112396,,,,-0.0466949576531187,,,
2024-01-02 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-02 13:09:40.203909,-0.0061474470237528,,,,,,
2024-01-02 15:34:40.112396,,,,-0.0348856850492033,,,
2024-01-03 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-03 13:09:40.203909,-0.0136727800675051,,,,,,
2024-01-03 15:34:40.112396,,,,-0.0357526574365716,,,
2024-01-04 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-04 13:09:40.203909,-0.0169010312444261,,,,,,
2024-01-04 15:34:40.112396,,,,-0.0422107594594751,,,
2024-01-05 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-05 13:09:40.203909,-0.0110511424758436,,,,,,
2024-01-05 15:34:40.112396,,,,-0.0366154529809849,,,
2024-01-08 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-08 13:09:40.203909,-0.0024440231239009,,,,,,
2024-01-08 15:34:40.112396,,,,-0.0516114654428411,,,
2024-01-09 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-09 13:09:40.203909,-0.0068182203482377,,,,,,
2024-01-09 15:34:40.112396,,,,-0.0559202642329305,,,
2024-01-10 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-10 13:09:40.203909,-0.0028534599525917,,,,,,
2024-01-10 15:34:40.112396,,,,-0.0557437053324105,,,
2024-01-11 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-11 13:09:40.203909,-0.018122057407453,,,,,,
2024-01-11 15:34:40.112396,,,,-0.0508802651416004,,,
2024-01-12 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-12 13:09:40.203909,-0.0142586436365932,,,,,,
2024-01-12 15:34:40.112396,,,,-0.0567683735959632,,,
2024-01-15 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-15 13:09:40.203909,-0.0205398887784439,,,,,,
2024-01-15 15:34:40.112396,,,,-0.0728999131562901,,,
2024-01-16 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-16 13:09:40.203909,-0.0197972472371132,,,,,,
2024-01-16 15:34:40.112396,,,,-0.0709316576613914,,,
2024-01-17 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-17 13:09:40.203909,-0.0202727794129663,,,,,,
2024-01-17 15:34:40.112396,,,,-0.065466779669043,,,
2024-01-18 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-18 13:09:40.203909,-0.0191448136964099,,,,,,
2024-01-18 15:34:40.112396,,,,-0.0655311773132502,,,
2024-01-19 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-19 13:09:40.203909,-0.0147122756804921,,,,,,
2024-01-19 15:34:40.112396,,,,-0.0621913058966403,,,
2024-01-22 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-22 13:09:40.203909,-0.0083901470822462,,,,,,
2024-01-22 15:34:40.112396,,,,-0.0809609600141813,,,
2024-01-23 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-23 13:09:40.203909,-0.0018227588918846,,,,,,
2024-01-23 15:34:40.112396,,,,-0.0927984825458498,,,
2024-01-24 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-24 13:09:40.203909,-0.0039575702227755,,,,,,
2024-01-24 15:34:40.112396,,,,-0.0959008557405807,,,
2024-01-25 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-25 13:09:40.203909,0.0,,,,,,
2024-01-25 15:34:40.112396,,,,-0.0926138294628821,,,
2024-01-26 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-26 13:09:40.203909,0.0,,,,,,
2024-01-26 15:34:40.112396,,,,-0.0785655277055376,,,
2024-01-29 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-29 13:09:40.203909,-0.0019782690000588,,,,,,
2024-01-29 15:34:40.112396,,,,-0.065980266834418,,,
2024-01-30 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-30 13:09:40.203909,-0.0102081939847582,,,,,,
2024-01-30 15:34:40.112396,,,,-0.0596982759042046,,,
2024-01-31 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-01-31 13:09:40.203909,-0.0189619437540305,,,,,,
2024-01-31 15:34:40.112396,,,,-0.0586221346581177,,,
2024-02-01 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-01 13:09:40.203909,-0.0125480665822402,,,,,,
2024-02-01 15:34:40.112396,,,,-0.0498721217691998,,,
2024-02-02 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-02 13:09:40.203909,-0.0015193084678327,,,,,,
2024-02-02 15:34:40.112396,,,,-0.0371475137617204,,,
2024-02-05 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-05 13:09:40.203909,0.0,,,,,,
2024-02-05 15:34:40.112396,,,,-0.0394828459909029,,,
2024-02-06 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-06 13:09:40.203909,-0.0049134662261052,,,,,,
2024-02-06 15:34:40.112396,,,,-0.0452163860335714,,,
2024-02-07 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-07 13:09:40.203909,-0.017522735021955,,,,,,
2024-02-07 15:34:40.112396,,,,-0.0569407051074797,,,
2024-02-08 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-08 13:09:40.203909,-0.0223428271503585,,,,,,
2024-02-08 15:34:40.112396,,,,-0.0507648230979405,,,
2024-02-09 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-09 13:09:40.203909,-0.0349702806359238,,,,,,
2024-02-09 15:34:40.112396,,,,-0.0535786928000139,,,
2024-02-12 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-12 13:09:40.203909,-0.0360510325561431,,,,,,
2024-02-12 15:34:40.112396,,,,-0.0616454368898095,,,
2024-02-13 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-13 13:09:40.203909,-0.0329074584330096,,,,,,
2024-02-13 15:34:40.112396,,,,-0.0469233900360521,,,
2024-02-14 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-14 13:09:40.203909,-0.0340226519115008,,,,,,
2024-02-14 15:34:40.112396,,,,-0.0469604752998729,,,
2024-02-15 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-15 13:09:40.203909,-0.039072624030052,,,,,,
2024-02-15 15:34:40.112396,,,,-0.0364591430344207,,,
2024-02-16 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-16 13:09:40.203909,-0.045272968236202,,,,,,
2024-02-16 15:34:40.112396,,,,-0.0314676097445089,,,
2024-02-19 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-19 13:09:40.203909,-0.0250042793203367,,,,,,
2024-02-19 15:34:40.112396,,,,-0.0266065496339876,,,
2024-02-20 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-20 13:09:40.203909,-0.0198747778784944,,,,,,
2024-02-20 15:34:40.112396,,,,-0.0368002387547403,,,
2024-02-21 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-21 13:09:40.203909,-0.0075071375314675,,,,,,
2024-02-21 15:34:40.112396,,,,-0.0393125223136672,,,
2024-02-22 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-22 13:09:40.203909,-0.0093776994244761,,,,,,
2024-02-22 15:34:40.112396,,,,-0.021429121473413,,,
2024-02-23 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-23 13:09:40.203909,-0.0120169958688055,,,,,,
2024-02-23 15:34:40.112396,,,,-0.0235497854632106,,,
2024-02-26 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-26 13:09:40.203909,-0.0154179350805613,,,,,,
2024-02-26 15:34:40.112396,,,,-0.0345707742727698,,,
2024-02-27 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-27 13:09:40.203909,-0.0185595844239149,,,,,,
2024-02-27 15:34:40.112396,,,,-0.0253578072367643,,,
2024-02-28 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-28 13:09:40.203909,-0.0186298675538761,,,,,,
2024-02-28 15:34:40.112396,,,,-0.0088462456008695,,,
2024-02-29 04:00:00.000000,,0.0,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-02-29 13:09:40.203909,-0.0192585933066752,,,,,,
2024-02-29 15:34:40.112396,,,,-0.0037977150845365,,,
2024-03-01 04:00:00.000000,,-1.1102230246251563e-16,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-03-01 13:09:40.203909,-0.0153846928675863,,,,,,
2024-03-01 15:34:40.112396,,,,-0.0022040737347923,,,
2024-03-04 04:00:00.000000,,-1.1102230246251563e-16,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-03-04 13:09:40.203909,-0.007850422390771,,,,,,
2024-03-04 15:34:40.112396,,,,0.0,,,
2024-03-05 04:00:00.000000,,-1.1102230246251563e-16,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-03-05 13:09:40.203909,-0.0102460927578422,,,,,,
2024-03-05 15:34:40.112396,,,,-0.0001290017320407,,,
2024-03-06 04:00:00.000000,,-1.1102230246251563e-16,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-03-06 13:09:40.203909,-0.0057513837813516,,,,,,
2024-03-06 15:34:40.112396,,,,-0.0020432965491757,,,
2024-03-07 04:00:00.000000,,-1.1102230246251563e-16,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-03-07 13:09:40.203909,-0.0036268996440045,,,,,,
2024-03-07 15:34:40.112396,,,,-0.0111048423813764,,,
2024-03-08 04:00:00.000000,,-1.1102230246251563e-16,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2024-03-08 13:09:40.203909,-0.0069689218289968,,,,,,
2024-03-08 15:34:40.112396,,,,0.0,,,
2024-03-11 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-03-11 13:09:40.203909,-0.0161727713694895,,,,,,
2024-03-11 15:34:40.112396,,,,0.0,,,
2024-03-12 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-03-12 13:09:40.203909,-0.0144773329034759,,,,,,
2024-03-12 15:34:40.112396,,,,-0.014187062962339,,,
2024-03-13 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-03-13 13:09:40.203909,-0.0203444722372873,,,,,,
2024-03-13 15:34:40.112396,,,,-0.0197356447442006,,,
2024-03-14 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-03-14 13:09:40.203909,-0.0204266447309708,,,,,,
2024-03-14 15:34:40.112396,,,,-0.0098045503941425,,,
2024-03-15 04:00:00.000000,,-0.0166652819243552,-0.0057390713201493,,,-0.0057390713201493,-0.0057390713201493
2024-03-15 13:09:40.203909,-0.0180233320427423,,,,,,
2024-03-15 15:34:40.112396,,,,0.0,,,
2024-03-18 04:00:00.000000,,-0.0153477609229846,-0.0020628327280849,,,-0.0020628327280849,-0.0020628327280849
2024-03-18 13:09:40.203909,-0.0163855531889687,,,,,,
2024-03-18 15:34:40.112396,,,,0.0,,,
2024-03-19 04:00:00.000000,,-0.0095939990831732,0.0,,,0.0,0.0
2024-03-19 13:09:40.203909,-0.0209429039613767,,,,,,
2024-03-19 15:34:40.112396,,,,0.0,,,
2024-03-20 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-03-20 13:09:40.203909,-0.0222182179721613,,,,,,
2024-03-20 15:34:40.112396,,,,-0.003485990874721,,,
2024-03-21 04:00:00.000000,,0.0,-0.0113258386811256,,,-0.0113258386811256,-0.0113258386811259
2024-03-21 13:09:40.203909,-0.0139436796675495,,,,,,
2024-03-21 15:34:40.112396,,,,-0.0009364731224343,,,
2024-03-22 04:00:00.000000,,-0.0014901480282082,-0.0134966926515499,,,-0.0134966926515499,-0.01349669265155
2024-03-22 13:09:40.203909,-0.0138003583886948,,,,,,
2024-03-22 15:34:40.112396,,,,0.0,,,
2024-03-25 04:00:00.000000,,-0.0034767840130617,-0.0144281482980631,,,-0.0144281482980631,-0.0144281482980633
2024-03-25 13:09:40.203909,-0.0072770139486795,,,,,,
2024-03-25 15:34:40.112396,,,,0.0,,,
2024-03-26 04:00:00.000000,,-0.0062818888165538,-0.0160982542249435,,,-0.0160982542249435,-0.0160982542249437
2024-03-26 13:09:40.203909,0.0,,,,,,
2024-03-26 15:34:40.112396,,,,-0.0155071740629755,,,
2024-03-27 04:00:00.000000,,-0.0011874773007345,-0.0037133150653542,,,-0.0037133150653542,-0.0037133150653542
2024-03-27 13:09:40.203909,0.0,,,,,,
2024-03-27 15:34:40.112396,,,,-0.0156724453095421,,,
2024-03-28 04:00:00.000000,,0.0,-0.0003458406491285,,,-0.0003458406491285,-0.0003458406491287
2024-03-28 13:09:40.203909,0.0,,,,,,
2024-03-28 15:34:40.112396,,,,-0.0240836956777161,,,
2024-03-29 04:00:00.000000,,0.0,-0.0003458406491285,,,-0.0003458406491285,-0.0003458406491287
2024-03-29 13:09:40.203909,0.0,,,,,,
2024-03-29 15:34:40.112396,,,,-0.0188042979901617,,,
2024-04-01 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-04-01 13:09:40.203909,-0.0090882635895185,,,,,,
2024-04-01 15:34:40.112396,,,,-0.0355136328565237,,,
2024-04-02 04:00:00.000000,,-0.0031245696788514,0.0,,,0.0,0.0
2024-04-02 13:09:40.203909,-0.00409255964729,,,,,,
2024-04-02 15:34:40.112396,,,,-0.0428521282023367,,,
2024-04-03 04:00:00.000000,,-0.0016651395445618,0.0,,,0.0,0.0
2024-04-03 13:09:40.203909,0.0,,,,,,
2024-04-03 15:34:40.112396,,,,-0.0420379354004381,,,
2024-04-04 04:00:00.000000,,-0.0125445197039053,-0.0076420876057141,,,-0.0076420876057141,-0.0076420876057141
2024-04-04 13:09:40.203909,-0.0107301807538081,,,,,,
2024-04-04 15:34:40.112396,,,,-0.0439516327795639,,,
2024-04-05 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-04-05 13:09:40.203909,-0.0090731950323108,,,,,,
2024-04-05 15:34:40.112396,,,,-0.0443467986632575,,,
2024-04-08 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-04-08 13:09:40.203909,-0.0080005020257863,,,,,,
2024-04-08 15:34:40.112396,,,,-0.040032031303067,,,
2024-04-09 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-04-09 13:09:40.203909,0.0,,,,,,
2024-04-09 15:34:40.112396,,,,-0.0335312703155084,,,
2024-04-10 04:00:00.000000,,-0.0046297201662681,-0.0076739180940237,,,-0.0076739180940237,-0.0076739180940237
2024-04-10 13:09:40.203909,0.0,,,,,,
2024-04-10 15:34:40.112396,,,,-0.0435005579209236,,,
2024-04-11 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-04-11 13:09:40.203909,0.0,,,,,,
2024-04-11 15:34:40.112396,,,,-0.0567080817915011,,,
2024-04-12 04:00:00.000000,,-0.0307890105746304,-0.0119113281193843,,,-0.0119113281193843,-0.0119113281193843
2024-04-12 13:09:40.203909,-0.009416218795385,,,,,,
2024-04-12 15:34:40.112396,,,,-0.0654354104758172,,,
2024-04-15 04:00:00.000000,,-0.0416571572380122,-0.0125356441582051,,,-0.0125356441582051,-0.0125356441582051
2024-04-15 13:09:40.203909,-0.0072626970274372,,,,,,
2024-04-15 15:34:40.112396,,,,-0.0660408053214793,,,
2024-04-16 04:00:00.000000,,-0.0449006952678792,-0.0184814816367484,,,-0.0184814816367484,-0.0184814816367485
2024-04-16 13:09:40.203909,-0.004351008152112,,,,,,
2024-04-16 15:34:40.112396,,,,-0.0667577579113816,,,
2024-04-17 04:00:00.000000,,-0.0519436064722997,-0.0263822626046689,,,-0.0263822626046689,-0.0263822626046688
2024-04-17 13:09:40.203909,-0.004263164642805,,,,,,
2024-04-17 15:34:40.112396,,,,-0.0679947317421372,,,
2024-04-18 04:00:00.000000,,-0.0596953072087828,-0.0280675923454591,,,-0.0280675923454591,-0.0280675923454591
2024-04-18 13:09:40.203909,0.0,,,,,,
2024-04-18 15:34:40.112396,,,,-0.0734306206410759,,,
2024-04-19 04:00:00.000000,,-0.0646186288150223,-0.0327878548358295,,,-0.0327878548358295,-0.0327878548358295
2024-04-19 13:09:40.203909,0.0,,,,,,
2024-04-19 15:34:40.112396,,,,-0.0627206599540519,,,
2024-04-22 04:00:00.000000,,-0.0525134727274263,-0.0380765256886683,,,-0.0380765256886683,-0.0380765256886682
2024-04-22 13:09:40.203909,0.0,,,,,,
2024-04-22 15:34:40.112396,,,,-0.0638941107999259,,,
2024-04-23 04:00:00.000000,,-0.0386533759164672,-0.0338509325006343,,,-0.0338509325006343,-0.0338509325006339
2024-04-23 13:09:40.203909,0.0,,,,,,
2024-04-23 15:34:40.112396,,,,-0.0745803324894632,,,
2024-04-24 04:00:00.000000,,-0.0413235999039612,-0.033960435223163,,,-0.033960435223163,-0.0339604352231629
2024-04-24 13:09:40.203909,0.0,,,,,,
2024-04-24 15:34:40.112396,,,,-0.0703612609399318,,,
2024-04-25 04:00:00.000000,,-0.054002962637708,-0.0329533560530271,,,-0.0329533560530271,-0.0329533560530269
2024-04-25 13:09:40.203909,0.0,,,,,,
2024-04-25 15:34:40.112396,,,,-0.0734654894914413,,,
2024-04-26 04:00:00.000000,,-0.0372681556040688,-0.0262082971714975,,,-0.0262082971714975,-0.0262082971714975
2024-04-26 13:09:40.203909,0.0,,,,,,
2024-04-26 15:34:40.112396,,,,-0.0768329296784013,,,
2024-04-29 04:00:00.000000,,-0.0383512462002003,-0.0190856228421359,,,-0.0190856228421359,-0.0190856228421359
2024-04-29 13:09:40.203909,0.0,,,,,,
2024-04-29 15:34:40.112396,,,,-0.0731486561297061,,,
